Site,Date,Comment
Estrup,05-05-2016,Ploughed - depth 20 cm
Estrup,06-05-2016,Seedbed preparation - depth 5 cm using a Rabewerke rotary cultivator
Estrup,06-05-2016,Fertilization 150 N, 20 P, 60 K, kg ha-1 (20% thereof placed at sowing and 80% harowed into the soil before the sowing )
Estrup,06-05-2016,Sowing maiz cv. Ambition, depth 4 cm, rowdistance 75 cm, seed distance 12.1 cm, seeding rate 11 m2. Final plantnumber 10.5 m2
Estrup,14-05-2016,BBCH stage 09
Estrup,14-05-2016,BBCH stage 11
Estrup,14-05-2016,BBCH stage 13
Estrup,01-06-2016,BBCH stage 14
Estrup,01-06-2016,Callisto (mesotrion) + Harmony SX (thifensulfuron-methyl) - weeds - (0.75 l ha-1 + 5.625 g ha-1) (i.e. 75 g a.i. ha-1 + 2.813 g a.i. ha-1)
Estrup,05-06-2016,BBCH stage 14
Estrup,05-06-2015,Biomass 288.5 g m-2 - 100% DM
Estrup,08-06-2016,BBCH stage 16
Estrup,11-06-2016,BBCH stage 17
Estrup,11-06-2016,Callisto (mesotrion) + MaisTer (foramsulfuron+iodosulfuron) - weeds - (0.75 l ha-1 + 100 g ha-1) (i.e. 75 g a.i. ha-1 + 30 g a.i. ha-1 + 1 g a.i. ha-1)
Estrup,15-06-2016,BBCH stage 18
Estrup,16-06-2016,BBCH stage 18
Estrup,16-06-2016,MaisTer (foramsulfuron+iodosulfuron) - weeds - (50 g ha-1) (i.e. 15 g a.i. ha-1 + 0,5 g a.i. ha-1)
Estrup,22-06-2016,BBCH stage 25-26
Estrup,29-06-2016,BBCH stage 46-47
Faardrup,22-08-2010,Red fescue
Faardrup,06-09-2010,Fertilization 58.5 N, 4.5 P, 15.8 K, kg ha-1
Faardrup,06-09-2010,BBCH stage 24-29
Faardrup,25-10-2010,Fox 480 SC (bifenox) - weeds - 1.5 L ha-1
Faardrup,25-10-2010,BBCH stage 24-29
Faardrup,07-03-2011,BBCH stage 26-27
Faardrup,07-03-2011,Fertilization 104 N, 8 P, 28 K, kg ha-1
Faardrup,15-03-2011,BBCH stage 25-29
Faardrup,01-04-2011,BBCH stage 25-29
Faardrup,09-04-2011,BBCH stage 29-30
Faardrup,19-04-2011,BBCH stage 29-30
Faardrup,02-05-2011,BBCH stage 29-31
Faardrup,12-05-2011,BBCH stage 30-32
Faardrup,12-05-2011,Biomass 423.0 g m-2 - 100% DM
Faardrup,19-05-2011,BBCH stage 30-55
Faardrup,21-05-2011,BBCH stage 37-59
Faardrup,21-05-2011,Fusilade Max (fluazifop-P-butyl) - weeds - 1.5 L ha-1
Faardrup,24-05-2011,BBCH stage 51-57
Faardrup,24-05-2011,Biomass 725.8 g m-2 - 100% DM
Faardrup,01-06-2011,BBCH stage 54-59
Faardrup,08-06-2011,BBCH stage 55-59
Faardrup,17-06-2011,BBCH stage 59
Faardrup,24-06-2011,BBCH stage 73-75
Faardrup,24-06-2011,Biomass 710.6 g m-2 - 100% DM
Faardrup,01-07-2011,BBCH stage 77-82
Faardrup,05-07-2011,Windrowing. Stubble hight 5 cm
Faardrup,20-07-2011,Straw removed. Straw yield 21.1 hkg ha-1
Faardrup,20-07-2011,Threshing of grass seed. Yield 7.2 hkg ha-1 - 87% DM, stubble height 5 cm
Faardrup,03-10-2011,BBCH stage 29
Faardrup,03-10-2011,Glyphogan (glyphosate) - weeds - 5.0 L ha-1
Faardrup,08-11-2011,Ploughing - depth 20 cm
Faardrup,26-03-2012,Fertilization 112 N, 9 P, 30 K, kg ha-1
Faardrup,04-04-2012,Seed bed preparation - depth 7 cm
Faardrup,04-04-2012,Sowing spring barley using a mixture of varieties. Depth 3-4 cm, row distance 13 cm, seeding rate 98 kg ha-1. Final plant number 200 m-2. Undersown white clover cv. Liflex, seeding rate 2.0 kg ha-1, depth 2-3 cm, row distance 13 cm
Faardrup,04-04-2012,Tracer (potasium bromide) 30 kg ha-1
Faardrup,19-04-2012,BBCH 9 - emergence of spring barley
Faardrup,23-04-2012,BBCH stage 10
Faardrup,24-04-2012,BBCH 9 - emergence of white clover
Faardrup,03-05-2012,BBCH stage 13-21
Faardrup,16-05-2012,BBCH stage 23-27
Faardrup,18-05-2012,BBCH stage 24-29
Faardrup,18-05-2012,Fighter 480 (bentazone) - weeds - 1.25 L ha-1
Faardrup,23-05-2012,BBCH stage 29-31
Faardrup,23-05-2012,Biomass 112.7 g m-2 - 100% DM
Faardrup,01-06-2012,BBCH stage 33-37
Faardrup,06-06-2012,BBCH stage 39
Faardrup,06-06-2012,Flexity (metrafenon) - fungi - 0.5 L ha-1
Faardrup,11-06-2012,BBCH stage 45-51
Faardrup,11-06-2012,Biomass 592.5 g m-2 - 100% DM
Faardrup,21-06-2012,BBCH stage 55-57
Faardrup,05-07-2012,BBCH stage 71
Faardrup,23-07-2012,BBCH stage 83
Faardrup,23-07-2012,Biomass 1321.7 g m-2 - 100% DM
Faardrup,30-07-2012,BBCH stage 85
Faardrup,12-08-2012,Harvest of spring barley stubble height 15 cm. Grain yield 67.51 hkg ha-1 - 85% DM
Faardrup,12-08-2012,Straw removed. Straw yield 27.62 hkg ha-1 - 100% DM
Faardrup,27-08-2012,BBCH stage 22-29 clover vegative growth - formation of side shots
Faardrup,29-08-2012,Trimming of stubble
Faardrup,26-01-2013,Kerb 400 SC (propyzamid) - fungi - 1.0 L ha-1
Faardrup,13-05-2013,Biomass 298.2 g m-2 - 100% DM
Faardrup,14-05-2013,Fighter 480 (bentazone) - weeds - 3.0 L ha-1
Faardrup,22-05-2013,Rolled with a concrete roller
Faardrup,29-05-2013,Biomass 402.9 g m-2 - 100% DM
Faardrup,31-05-2013,Karate (Lambda-cyhalothrin) - pest - 0.3 L ha-1 (not analysed)
Faardrup,12-06-2013,Karate (Lambda-cyhalothrin) - pest - 0.3 L ha-1 (not analysed)
Faardrup,25-06-2013,Biomass 698.3 g m-2 - 100% DM
Faardrup,22-07-2013,Windrowing. Stubble height 8.0 cm
Faardrup,28-07-2013,Threshing of white clover. Seed yield fresh 1,560 hkg ha-1. Straw yield fresh 0.96 hkg ha-1
Faardrup,07-10-2013,Ploughed and packed - depth 14 cm
Faardrup,07-10-2013,Rotor harrowed at the time of sowing the winter wheat, cv. Mariboss - depth 4 cm, row distance 11 cm, seeding rate 200 kg ha-1 - final plant number 320 m-2
Faardrup,18-10-2013,BBCH 09 – emergence
Faardrup,13-03-2014,BBCH 23
Faardrup,13-03-2014,Fertilization 81 N, 16 P, 61 K, kg ha-1
Faardrup,09-04-2014,Fertilization 81 N, 16 P, 61 K, kg ha-1
Faardrup,09-04-2014,BBCH 25
Faardrup,15-04-2014,BBCH 24
Faardrup,28-04-2014,Briotril (ioxynil+ bromoxynil) - weeds - 0.6 L ha-1 + Tomahawk 180 EC (fluroxypyr) - weeds - 0.8 L ha-1 (neither included)
Faardrup,28-04-2014,BBCH 24
Faardrup,30-04-2014,BBCH 30
Faardrup,15-05-2014,BBCH 32
Faardrup,15-05-2014,Amistar (azoxystrobin) - fungi - 1.0 L ha-1 (not included)
Faardrup,04-06-2014,Biomass 1321 g m-2 - 100% DM
Faardrup,04-06-2014,BBCH 55
Faardrup,12-06-2014,BBCH 59
Faardrup,20-07-2014,BBCH 83
Faardrup,20-07-2014,Biomass 1995 g m-2 - 100% DM
Faardrup,25-07-2014,BBCH 87
Faardrup,30-07-2014,Harvest of winter wheat. Grain yield 56.6 hkg - 85% DM. Stubble height 12 cm
Faardrup,26-08-2014,Glyfonova Plus (glyphosate) - weeds - 4.0 L ha-1 (not included)
Faardrup,23-09-2014,Ploughing - 14 cm depth - straw 70 hkg ha-1 (fresh weight) incorporated
Faardrup,23-09-2014,Sowing winter wheat cv. Mariboss. Depth 3.5 cm, seeding rate 180 kg ha-1, row distance 13.0 cm. Final plant number 375 m-2
Faardrup,01-10-2014,BBCH 09 – emergence
Faardrup,20-11-2014,BBCH 23
Faardrup,20-11-2014,Folicur 250 (tebuconazole) - fungi - 1.0 L ha-1 (i.e. 250g a.i. ha-1)
Faardrup,30-11-2014,BBCH 23
Faardrup,30-11-2014,Lexus 50 WG (flupyrsulfuron) - weeds - 10 g ha-1 (i.e. 4.6 g a.i. ha-1)
Faardrup,30-11-2014,Boxer (prosulfocarb) - weeds - 3.0 L ha-1 (i.e. 2400 g a.i. ha-1)
Faardrup,10-03-2015,BBCH 25
Faardrup,10-03-2015,Biomass 44 g m-2 - 100% DM
Faardrup,13-03-2015,BBCH 25
Faardrup,13-03-2015,Fertilization 80 N, 18 P, 63 K, kg ha-1
Faardrup,21-04-2015,BBCH 30
Faardrup,21-04-2015,Fertilization 94 N, 21 P, 74 K, kg ha-1
Faardrup,22-04-2015,BBCH 30
Faardrup,22-04-2015,Lexus 50 WG (flupyrsulfuron) - weeds - 10 g ha-1 (i.e. 4.6 g a.i. ha-1)
Faardrup,08-05-2015,BBCH 37
Faardrup,12-05-2015,BBCH 37
Faardrup,12-05-2015,Starane XL (fluroxypur+ florasulam) - weeds - 1.2 L ha-1 (i.e. 120 g a.i. ha-1 + 3 g a.i. ha-1)
Faardrup,12-05-2015,Proline 250 EC (prothioconazole) - fungi - 0.8 L ha-1 (i.e. 200 g a.i. ha-1)
Faardrup,12-06-2015,BBCH 53
Faardrup,23-06-2015,BBCH 55
Faardrup,23-06-2015,Biomass 356.5 g m-2 - 100% DM
Faardrup,12-08-2015,BBCH 55
Faardrup,12-08-2015,Biomass 443.7 g m-2 – 100 % DM
Faardrup,28-08-2015,BBCH 89
Faardrup,02-09-2015,Harvest of winter wheat. Grain yield 79.7 hkg ha-1 85% DM, straw yield 71.5 hkg ha-1 100% DM, stubbleheight 15 cm. Straw shredded (left in field) at harvest.
Faardrup,11-04-2016,Rotor harrowed at the time of sowing the spring barley. Mixture of varieties. Depth 4 cm, seeding rate 155 kg ha-1, row distance 12.0 cm. Final plant number 315 m-2
Faardrup,11-04-2016,BBCH stage 0
Faardrup,11-04-2016,Fertilization 130 N, 26 P, 98 K, kg ha-1
Faardrup,20-04-2016,BBCH stage 09 – emergence
Faardrup,02-05-2106,BBCH stage 15
Faardrup,13-05-2016,BBCH stage 16-21
Faardrup,13-05-2016,Biomass 60.7 g m-2 – 100% DM
Faardrup,27-05-2016,BBCH stage 27
Faardrup,27-05-2016,Starane 180 S + Oxitril (fluroxypyr + bromoxynil and ioxynil ) - weeds - 0.8 L ha-1 + 0.2 L ha-1 (i.e. 144 + 48 + 32 g a.i ha-1 - not included)
Faardrup,01-06-2016,BBCH stage 31
Faardrup,08-06-2016,BBCH stage 39
Faardrup,16-06-2016,BBCH stage 47
Faardrup,16-06-2016,Bumber 25 EC (propiconazole) - fungi - 0.5 L ha-1 (i.e. 125 g a.i. ha-1)
Faardrup,16-06-2016,BBCH stage 65
Faardrup,28-06-2016,BBCH stage 65
